Id,Store,DayOfWeek,Date,Open,Promo,StateHoliday,SchoolHoliday,StoreType,Assortment,CompetitionDistance,Promo2,CompetitionStartDate,Promo2StartDate,DaysSinceLastPromo2,DaysSinceCompetition,Sales,Promo2Indicator,WeekOfYear,Month
33394,14,7,2015-08-09 00:00:00,0,0,0,0,1,1,1300.0,1,2014-03-01,2011-10-02,39,526,0.0,1,32,8
33395,15,7,2015-08-09 00:00:00,0,0,0,0,4,3,4110.0,1,2010-03-01,2011-04-03,39,1987,0.0,1,32,8
33396,16,7,2015-08-09 00:00:00,0,0,0,0,1,3,3270.0,0,2012-09-01,1900-01-01,42223,1072,0.0,0,32,8
33397,19,7,2015-08-09 00:00:00,0,0,0,0,1,3,3240.0,1,2012-09-01,2011-05-29,69,1072,0.0,1,32,8
33398,20,7,2015-08-09 00:00:00,0,0,0,0,4,1,2340.0,1,2009-05-01,2014-10-02,39,2291,0.0,1,32,8
33399,21,7,2015-08-09 00:00:00,0,0,0,0,3,3,550.0,1,1999-10-01,2009-11-06,39,5791,0.0,1,32,8
33400,22,7,2015-08-09 00:00:00,0,0,0,0,1,1,1040.0,1,2012-09-01,2012-05-28,39,1072,0.0,1,32,8
33401,23,7,2015-08-09 00:00:00,0,0,0,0,4,1,4060.0,0,2005-08-01,1900-01-01,42223,3660,0.0,0,32,8
33402,24,7,2015-08-09 00:00:00,0,0,0,0,1,3,4590.0,1,2000-03-01,2011-10-02,39,5639,0.0,1,32,8
33403,25,7,2015-08-09 00:00:00,0,0,0,0,3,1,430.0,0,2003-04-01,1900-01-01,42223,4513,0.0,0,32,8
33404,27,7,2015-08-09 00:00:00,0,0,0,0,1,1,60.0,1,2005-01-01,2011-01-30,39,3872,0.0,1,32,8
33405,29,7,2015-08-09 00:00:00,0,0,0,0,4,3,2170.0,0,2012-09-01,1900-01-01,42223,1072,0.0,0,32,8
33406,30,7,2015-08-09 00:00:00,0,0,0,0,1,1,40.0,1,2014-02-01,2014-03-06,69,554,0.0,1,32,8
33407,31,7,2015-08-09 00:00:00,0,0,0,0,4,3,9800.0,0,2012-07-01,1900-01-01,42223,1134,0.0,0,32,8
33408,32,7,2015-08-09 00:00:00,0,0,0,0,1,1,2910.0,1,2012-09-01,2009-11-06,8,1072,0.0,1,32,8
33409,33,7,2015-08-09 00:00:00,0,0,0,0,1,3,1320.0,0,2013-05-01,1900-01-01,42223,830,0.0,0,32,8
33410,35,7,2015-08-09 00:00:00,0,0,0,0,4,3,7660.0,1,2000-10-01,2012-01-02,39,5425,0.0,1,32,8
33411,36,7,2015-08-09 00:00:00,0,0,0,0,1,3,540.0,1,2003-06-01,2014-10-02,39,4452,0.0,1,32,8
33412,38,7,2015-08-09 00:00:00,0,0,0,0,4,1,1090.0,0,2007-04-01,1900-01-01,42223,3052,0.0,0,32,8
33413,39,7,2015-08-09 00:00:00,0,0,0,0,1,1,260.0,1,2006-10-01,2013-07-31,8,3234,0.0,1,32,8
33414,40,7,2015-08-09 00:00:00,0,0,0,0,1,1,180.0,1,2012-09-01,2009-11-06,8,1072,0.0,1,32,8
33415,41,7,2015-08-09 00:00:00,0,0,0,0,4,3,1180.0,1,2012-09-01,2013-07-31,39,1072,0.0,1,32,8
33416,42,7,2015-08-09 00:00:00,0,0,0,0,1,3,290.0,1,2012-09-01,2011-10-02,39,1072,0.0,1,32,8
33417,43,7,2015-08-09 00:00:00,0,0,0,0,4,1,4880.0,1,2012-09-01,2009-09-11,39,1072,0.0,1,32,8
33418,45,7,2015-08-09 00:00:00,0,0,0,0,4,1,9710.0,0,2014-02-01,1900-01-01,42223,554,0.0,0,32,8
33419,46,7,2015-08-09 00:00:00,0,0,0,0,3,1,1200.0,1,2005-09-01,2011-04-03,39,3629,0.0,1,32,8
33420,47,7,2015-08-09 00:00:00,0,0,0,0,1,3,270.0,1,2013-04-01,2013-04-03,39,860,0.0,1,32,8
33421,48,7,2015-08-09 00:00:00,0,0,0,0,1,1,1060.0,0,2012-05-01,1900-01-01,42223,1195,0.0,0,32,8
33422,49,7,2015-08-09 00:00:00,0,0,0,0,4,3,18010.0,0,2007-09-01,1900-01-01,42223,2899,0.0,0,32,8
33423,50,7,2015-08-09 00:00:00,0,0,0,0,4,1,6260.0,0,2009-11-01,1900-01-01,42223,2107,0.0,0,32,8
33424,51,7,2015-08-09 00:00:00,0,0,0,0,1,3,10570.0,1,2013-07-01,2011-02-27,39,769,0.0,1,32,8
33425,52,7,2015-08-09 00:00:00,0,0,0,0,4,3,450.0,1,2014-04-01,2010-09-25,39,495,0.0,1,32,8
33426,53,7,2015-08-09 00:00:00,0,0,0,0,1,3,30360.0,0,2013-09-01,1900-01-01,42223,707,0.0,0,32,8
33427,56,7,2015-08-09 00:00:00,0,0,0,1,4,3,6620.0,1,2012-03-01,2014-03-06,69,1256,0.0,1,32,8
33428,58,7,2015-08-09 00:00:00,0,0,0,0,1,3,7340.0,1,2008-05-01,2012-07-02,39,2656,0.0,1,32,8
33429,61,7,2015-08-09 00:00:00,0,0,0,0,1,3,350.0,1,2007-12-01,2012-01-02,39,2808,0.0,1,32,8
33430,62,7,2015-08-09 00:00:00,0,0,0,0,1,1,2050.0,0,2012-09-01,1900-01-01,42223,1072,0.0,0,32,8
33431,63,7,2015-08-09 00:00:00,0,0,0,0,3,3,3700.0,1,2010-06-01,2010-05-01,8,1895,0.0,1,32,8
33432,64,7,2015-08-09 00:00:00,0,0,0,0,4,3,22560.0,1,2012-09-01,2013-04-03,39,1072,0.0,1,32,8
33433,66,7,2015-08-09 00:00:00,0,0,0,0,4,1,7660.0,1,2012-09-01,2009-09-11,39,1072,0.0,1,32,8
33434,67,7,2015-08-09 00:00:00,0,0,0,0,1,3,410.0,0,2006-02-01,1900-01-01,42223,3476,0.0,0,32,8
33435,68,7,2015-08-09 00:00:00,0,0,0,0,1,3,250.0,1,2012-09-01,2012-08-27,69,1072,0.0,1,32,8
33436,69,7,2015-08-09 00:00:00,0,0,0,1,3,3,1130.0,1,2012-09-01,2011-10-02,39,1072,0.0,1,32,8
33437,70,7,2015-08-09 00:00:00,0,0,0,1,3,3,4840.0,0,2012-09-01,1900-01-01,42223,1072,0.0,0,32,8
33438,71,7,2015-08-09 00:00:00,0,0,0,0,1,1,17500.0,1,2008-08-01,2009-09-11,69,2564,0.0,1,32,8
33439,72,7,2015-08-09 00:00:00,0,0,0,0,1,1,2200.0,1,2009-12-01,2010-03-27,39,2077,0.0,1,32,8
33440,73,7,2015-08-09 00:00:00,0,0,0,0,1,3,1650.0,0,2008-09-01,1900-01-01,42223,2533,0.0,0,32,8
33441,74,7,2015-08-09 00:00:00,0,0,0,0,1,1,330.0,0,2012-09-01,1900-01-01,42223,1072,0.0,0,32,8
33442,75,7,2015-08-09 00:00:00,0,0,0,0,4,3,22440.0,0,2013-12-01,1900-01-01,42223,616,0.0,0,32,8
33443,76,7,2015-08-09 00:00:00,0,0,0,0,4,3,19960.0,0,2006-03-01,1900-01-01,42223,3448,0.0,0,32,8
33444,77,7,2015-08-09 00:00:00,0,0,0,1,4,3,1090.0,1,2009-08-01,2014-03-06,39,2199,0.0,1,32,8
33445,79,7,2015-08-09 00:00:00,0,0,0,0,1,1,3320.0,0,2012-09-01,1900-01-01,42223,1072,0.0,0,32,8
33446,80,7,2015-08-09 00:00:00,0,0,0,0,4,1,7910.0,0,2012-09-01,1900-01-01,42223,1072,0.0,0,32,8
33447,81,7,2015-08-09 00:00:00,0,0,0,0,1,1,2370.0,1,2011-03-01,2014-10-02,39,1622,0.0,1,32,8
33448,82,7,2015-08-09 00:00:00,0,0,0,0,1,1,22390.0,1,2008-04-01,2009-09-11,39,2686,0.0,1,32,8
33449,83,7,2015-08-09 00:00:00,0,0,0,0,1,1,2710.0,0,2012-09-01,1900-01-01,42223,1072,0.0,0,32,8
33450,84,7,2015-08-09 00:00:00,0,0,0,0,1,3,11810.0,0,2014-08-01,1900-01-01,42223,373,0.0,0,32,8
33451,86,7,2015-08-09 00:00:00,0,0,0,0,1,1,480.0,1,2005-02-01,2013-07-31,39,3841,0.0,1,32,8
33452,89,7,2015-08-09 00:00:00,0,0,0,0,1,1,2380.0,1,2004-07-01,2014-10-02,39,4056,0.0,1,32,8
33453,90,7,2015-08-09 00:00:00,0,0,0,0,1,1,330.0,0,2007-11-01,1900-01-01,42223,2838,0.0,0,32,8
33454,91,7,2015-08-09 00:00:00,0,0,0,0,3,1,2410.0,1,2012-09-01,2011-08-28,39,1072,0.0,1,32,8
33455,92,7,2015-08-09 00:00:00,0,0,0,0,3,1,240.0,1,2012-09-01,2009-11-06,8,1072,0.0,1,32,8
33456,93,7,2015-08-09 00:00:00,0,0,0,0,1,1,16690.0,1,2012-09-01,2011-04-03,39,1072,0.0,1,32,8
33457,94,7,2015-08-09 00:00:00,0,0,0,0,4,3,14620.0,0,2012-09-01,1900-01-01,42223,1072,0.0,0,32,8
33458,98,7,2015-08-09 00:00:00,0,0,0,0,4,3,15140.0,1,2006-12-01,2012-01-02,39,3173,0.0,1,32,8
33459,99,7,2015-08-09 00:00:00,0,0,0,0,3,3,2030.0,1,2003-11-01,2012-05-28,69,4299,0.0,1,32,8
33460,100,7,2015-08-09 00:00:00,0,0,0,0,4,1,17930.0,0,2012-09-01,1900-01-01,42223,1072,0.0,0,32,8
33461,101,7,2015-08-09 00:00:00,0,0,0,0,4,3,2440.0,1,2012-09-01,2012-05-28,69,1072,0.0,1,32,8
33462,102,7,2015-08-09 00:00:00,0,0,0,0,1,1,150.0,1,2007-12-01,2014-03-06,69,2808,0.0,1,32,8
33463,105,7,2015-08-09 00:00:00,0,0,0,0,1,3,6190.0,1,2012-09-01,2013-06-05,69,1072,0.0,1,32,8
33464,107,7,2015-08-09 00:00:00,0,0,0,1,1,1,1930.0,0,2009-09-01,1900-01-01,42223,2168,0.0,0,32,8
33465,108,7,2015-08-09 00:00:00,0,0,0,0,4,3,2190.0,0,2003-09-01,1900-01-01,42223,4360,0.0,0,32,8
33466,109,7,2015-08-09 00:00:00,0,0,0,0,1,3,3300.0,0,2010-11-01,1900-01-01,42223,1742,0.0,0,32,8
33467,110,7,2015-08-09 00:00:00,0,0,0,0,1,3,46590.0,0,2013-04-01,1900-01-01,42223,860,0.0,0,32,8
33468,111,7,2015-08-09 00:00:00,0,0,0,1,4,3,7890.0,1,2012-09-01,2009-09-11,39,1072,0.0,1,32,8
33469,112,7,2015-08-09 00:00:00,0,0,0,1,1,1,1630.0,0,2009-09-01,1900-01-01,42223,2168,0.0,0,32,8
33470,113,7,2015-08-09 00:00:00,0,0,0,0,4,3,20930.0,0,1999-11-01,1900-01-01,42223,5760,0.0,0,32,8
33471,115,7,2015-08-09 00:00:00,0,0,0,0,4,3,5740.0,1,2007-04-01,2014-10-02,39,3052,0.0,1,32,8
33472,117,7,2015-08-09 00:00:00,0,0,0,0,1,1,3450.0,0,2011-09-01,1900-01-01,42223,1438,0.0,0,32,8
33473,118,7,2015-08-09 00:00:00,0,0,0,0,4,3,3580.0,0,2012-09-01,1900-01-01,42223,1072,0.0,0,32,8
33474,119,7,2015-08-09 00:00:00,0,0,0,0,1,3,2100.0,0,2010-02-01,1900-01-01,42223,2015,0.0,0,32,8
33475,120,7,2015-08-09 00:00:00,0,0,0,1,4,1,2290.0,1,2014-12-01,2009-09-11,39,251,0.0,1,32,8
33476,122,7,2015-08-09 00:00:00,1,0,0,0,1,3,58260.0,0,2013-04-01,1900-01-01,42223,860,3791.0,0,32,8
33477,124,7,2015-08-09 00:00:00,0,0,0,0,1,1,1410.0,0,2003-04-01,1900-01-01,42223,4513,0.0,0,32,8
33478,126,7,2015-08-09 00:00:00,0,0,0,0,4,1,3370.0,1,2014-10-01,2011-05-01,8,312,0.0,1,32,8
33479,127,7,2015-08-09 00:00:00,0,0,0,0,4,1,1350.0,1,2005-12-01,2010-03-27,39,3538,0.0,1,32,8
33480,128,7,2015-08-09 00:00:00,0,0,0,1,4,3,2000.0,1,2012-09-01,2013-01-02,39,1072,0.0,1,32,8
33481,129,7,2015-08-09 00:00:00,0,0,0,0,1,1,2460.0,1,2012-09-01,2011-04-03,39,1072,0.0,1,32,8
33482,130,7,2015-08-09 00:00:00,0,0,0,1,3,1,900.0,1,2012-09-01,2010-03-27,39,1072,0.0,1,32,8
33483,131,7,2015-08-09 00:00:00,0,0,0,0,3,1,920.0,0,2015-07-01,1900-01-01,42223,39,0.0,0,32,8
33484,132,7,2015-08-09 00:00:00,0,0,0,0,4,3,1040.0,1,2012-09-01,2012-07-02,39,1072,0.0,1,32,8
33485,135,7,2015-08-09 00:00:00,0,0,0,1,4,1,5190.0,1,2012-09-01,2013-01-02,39,1072,0.0,1,32,8
33486,136,7,2015-08-09 00:00:00,0,0,0,0,1,3,2200.0,1,2010-12-01,2012-05-28,8,1712,0.0,1,32,8
33487,137,7,2015-08-09 00:00:00,0,0,0,0,1,1,1730.0,1,2015-07-01,2014-10-02,39,39,0.0,1,32,8
33488,139,7,2015-08-09 00:00:00,0,0,0,0,1,1,1700.0,1,2008-01-01,2011-04-03,39,2777,0.0,1,32,8
33489,140,7,2015-08-09 00:00:00,0,0,0,1,1,3,1090.0,1,2010-07-01,2013-01-02,39,1865,0.0,1,32,8
33490,141,7,2015-08-09 00:00:00,0,0,0,0,3,3,1540.0,1,2012-09-01,2012-05-28,69,1072,0.0,1,32,8
33491,142,7,2015-08-09 00:00:00,0,0,0,0,1,1,1090.0,0,2002-07-01,1900-01-01,42223,4787,0.0,0,32,8
33492,143,7,2015-08-09 00:00:00,0,0,0,0,4,1,2930.0,0,2002-12-01,1900-01-01,42223,4634,0.0,0,32,8
33493,144,7,2015-08-09 00:00:00,0,0,0,0,1,3,16570.0,0,2012-09-01,1900-01-01,42223,1072,0.0,0,32,8
33494,145,7,2015-08-09 00:00:00,0,0,0,0,1,1,280.0,1,2012-09-01,2009-11-06,8,1072,0.0,1,32,8
33495,146,7,2015-08-09 00:00:00,0,0,0,0,4,3,8050.0,1,1961-10-01,2012-11-26,39,19670,0.0,1,32,8
33496,147,7,2015-08-09 00:00:00,0,0,0,0,4,3,8540.0,0,2012-09-01,1900-01-01,42223,1072,0.0,0,32,8
33497,149,7,2015-08-09 00:00:00,0,0,0,0,4,1,2610.0,1,2006-07-01,2011-04-03,39,3326,0.0,1,32,8
33498,150,7,2015-08-09 00:00:00,0,0,0,0,3,3,31830.0,0,2010-03-01,1900-01-01,42223,1987,0.0,0,32,8
33499,152,7,2015-08-09 00:00:00,0,0,0,0,1,1,1780.0,0,2012-09-01,1900-01-01,42223,1072,0.0,0,32,8
33500,153,7,2015-08-09 00:00:00,0,0,0,0,1,1,16240.0,1,2000-10-01,2011-05-01,8,5425,0.0,1,32,8
33501,154,7,2015-08-09 00:00:00,0,0,0,1,4,3,16420.0,0,2012-09-01,1900-01-01,42223,1072,0.0,0,32,8
33502,155,7,2015-08-09 00:00:00,0,0,0,0,4,1,3050.0,1,2012-09-01,2010-08-28,39,1072,0.0,1,32,8
33503,157,7,2015-08-09 00:00:00,0,0,0,0,1,3,2950.0,0,2004-10-01,1900-01-01,42223,3964,0.0,0,32,8
33504,158,7,2015-08-09 00:00:00,0,0,0,0,4,3,11840.0,1,2012-09-01,2009-07-31,8,1072,0.0,1,32,8
33505,159,7,2015-08-09 00:00:00,0,0,0,0,4,1,8530.0,0,2013-03-01,1900-01-01,42223,891,0.0,0,32,8
33506,160,7,2015-08-09 00:00:00,0,0,0,1,4,3,17110.0,0,2005-11-01,1900-01-01,42223,3568,0.0,0,32,8
33507,161,7,2015-08-09 00:00:00,0,0,0,0,1,3,2970.0,0,2005-03-01,1900-01-01,42223,3813,0.0,0,32,8
33508,162,7,2015-08-09 00:00:00,0,0,0,1,4,3,5340.0,1,2012-03-01,2010-03-27,39,1256,0.0,1,32,8
33509,164,7,2015-08-09 00:00:00,0,0,0,0,1,1,1160.0,1,2005-09-01,2010-03-27,39,3629,0.0,1,32,8
33510,165,7,2015-08-09 00:00:00,0,0,0,0,1,1,3720.0,1,2005-04-01,2010-03-27,39,3782,0.0,1,32,8
33511,166,7,2015-08-09 00:00:00,0,0,0,0,1,3,100.0,1,2014-04-01,2013-07-31,39,495,0.0,1,32,8
33512,168,7,2015-08-09 00:00:00,0,0,0,0,1,1,12540.0,0,2012-09-01,1900-01-01,42223,1072,0.0,0,32,8
33513,169,7,2015-08-09 00:00:00,0,0,0,0,4,1,980.0,1,2014-07-01,2014-05-01,8,404,0.0,1,32,8
33514,170,7,2015-08-09 00:00:00,0,0,0,0,1,1,1070.0,1,2015-05-01,2011-04-03,39,100,0.0,1,32,8
33515,171,7,2015-08-09 00:00:00,0,0,0,0,1,1,2640.0,0,2012-09-01,1900-01-01,42223,1072,0.0,0,32,8
33516,172,7,2015-08-09 00:00:00,0,0,0,0,1,1,110.0,1,2012-09-01,2014-10-02,39,1072,0.0,1,32,8
33517,174,7,2015-08-09 00:00:00,0,0,0,0,1,1,13090.0,1,2012-09-01,2012-05-28,39,1072,0.0,1,32,8
33518,175,7,2015-08-09 00:00:00,0,0,0,0,3,1,4130.0,0,2012-09-01,1900-01-01,42223,1072,0.0,0,32,8
33519,176,7,2015-08-09 00:00:00,0,0,0,0,1,1,3770.0,0,2012-09-01,1900-01-01,42223,1072,0.0,0,32,8
33520,179,7,2015-08-09 00:00:00,0,0,0,0,1,3,480.0,0,2012-09-01,1900-01-01,42223,1072,0.0,0,32,8
33521,180,7,2015-08-09 00:00:00,0,0,0,0,4,1,5800.0,0,2010-09-01,1900-01-01,42223,1803,0.0,0,32,8
33522,181,7,2015-08-09 00:00:00,0,0,0,0,1,1,12610.0,1,2013-03-01,2011-04-03,39,891,0.0,1,32,8
33523,182,7,2015-08-09 00:00:00,0,0,0,1,4,3,1390.0,1,2012-09-01,2011-02-27,69,1072,0.0,1,32,8
33524,183,7,2015-08-09 00:00:00,0,0,0,0,1,1,9670.0,0,2012-09-01,1900-01-01,42223,1072,0.0,0,32,8
33525,184,7,2015-08-09 00:00:00,0,0,0,0,4,3,3560.0,0,2012-09-01,1900-01-01,42223,1072,0.0,0,32,8
33526,186,7,2015-08-09 00:00:00,0,0,0,0,1,1,290.0,1,2011-10-01,2014-10-02,39,1408,0.0,1,32,8
33527,187,7,2015-08-09 00:00:00,0,0,0,0,1,3,19360.0,0,2012-09-01,1900-01-01,42223,1072,0.0,0,32,8
33528,188,7,2015-08-09 00:00:00,0,0,0,0,4,1,850.0,1,2012-09-01,2011-05-01,8,1072,0.0,1,32,8
33529,189,7,2015-08-09 00:00:00,0,0,0,0,4,1,5760.0,0,2014-07-01,1900-01-01,42223,404,0.0,0,32,8
33530,190,7,2015-08-09 00:00:00,0,0,0,0,1,1,1470.0,1,2006-12-01,2014-10-02,39,3173,0.0,1,32,8
33531,191,7,2015-08-09 00:00:00,0,0,0,0,1,1,1100.0,1,2013-08-01,2014-10-02,39,738,0.0,1,32,8
33532,192,7,2015-08-09 00:00:00,0,0,0,0,4,3,2770.0,1,2008-03-01,2014-10-02,39,2717,0.0,1,32,8
33533,193,7,2015-08-09 00:00:00,0,0,0,0,1,1,520.0,0,2012-09-01,1900-01-01,42223,1072,0.0,0,32,8
33534,194,7,2015-08-09 00:00:00,0,0,0,0,4,3,16970.0,1,2012-09-01,2013-01-30,8,1072,0.0,1,32,8
33535,195,7,2015-08-09 00:00:00,0,0,0,0,1,3,220.0,0,2012-09-01,1900-01-01,42223,1072,0.0,0,32,8
33536,197,7,2015-08-09 00:00:00,0,0,0,0,3,1,4210.0,0,2015-03-01,1900-01-01,42223,161,0.0,0,32,8
33537,199,7,2015-08-09 00:00:00,0,0,0,0,4,3,6360.0,1,2010-12-01,2012-04-02,69,1712,0.0,1,32,8
33538,200,7,2015-08-09 00:00:00,0,0,0,0,1,1,1650.0,0,2000-10-01,1900-01-01,42223,5425,0.0,0,32,8
33539,201,7,2015-08-09 00:00:00,0,0,0,0,4,1,20260.0,1,2012-09-01,2014-05-01,69,1072,0.0,1,32,8
33540,202,7,2015-08-09 00:00:00,0,0,0,1,4,3,5140.0,0,2010-05-01,1900-01-01,42223,1926,0.0,0,32,8
33541,204,7,2015-08-09 00:00:00,0,0,0,0,1,1,5630.0,1,2002-12-01,2014-10-02,39,4634,0.0,1,32,8
33542,206,7,2015-08-09 00:00:00,0,0,0,0,1,3,380.0,1,2012-09-01,2012-04-02,39,1072,0.0,1,32,8
33543,207,7,2015-08-09 00:00:00,0,0,0,0,1,1,6870.0,0,2012-09-01,1900-01-01,42223,1072,0.0,0,32,8
33544,209,7,2015-08-09 00:00:00,1,0,0,0,1,3,11680.0,1,2011-09-01,2013-07-31,39,1438,2691.0,1,32,8
33545,210,7,2015-08-09 00:00:00,0,0,0,0,4,1,970.0,1,1999-11-01,2013-01-30,8,5760,0.0,1,32,8
33546,212,7,2015-08-09 00:00:00,0,0,0,0,1,3,15050.0,0,2008-09-01,1900-01-01,42223,2533,0.0,0,32,8
33547,213,7,2015-08-09 00:00:00,0,0,0,0,4,3,4030.0,1,2014-03-01,2014-01-02,39,526,0.0,1,32,8
33548,214,7,2015-08-09 00:00:00,0,0,0,0,4,1,8650.0,1,2013-07-01,2014-03-06,39,769,0.0,1,32,8
33549,215,7,2015-08-09 00:00:00,0,0,0,0,4,1,150.0,1,2012-09-01,2009-11-06,8,1072,0.0,1,32,8
33550,216,7,2015-08-09 00:00:00,0,0,0,0,3,1,190.0,1,2012-09-01,2009-11-06,8,1072,0.0,1,32,8
33551,217,7,2015-08-09 00:00:00,0,0,0,0,3,1,3150.0,0,2012-09-01,1900-01-01,42223,1072,0.0,0,32,8
33552,218,7,2015-08-09 00:00:00,0,0,0,0,1,3,640.0,1,2012-09-01,2011-02-27,69,1072,0.0,1,32,8
33553,219,7,2015-08-09 00:00:00,0,0,0,0,1,1,1640.0,0,2013-02-01,1900-01-01,42223,919,0.0,0,32,8
33554,220,7,2015-08-09 00:00:00,0,0,0,0,1,1,1000.0,0,2008-09-01,1900-01-01,42223,2533,0.0,0,32,8
33555,221,7,2015-08-09 00:00:00,0,0,0,0,4,3,13530.0,0,2013-09-01,1900-01-01,42223,707,0.0,0,32,8
33556,224,7,2015-08-09 00:00:00,0,0,0,0,4,3,7930.0,1,2012-09-01,2013-01-02,39,1072,0.0,1,32,8
33557,226,7,2015-08-09 00:00:00,0,0,0,1,1,1,450.0,0,2012-09-01,1900-01-01,42223,1072,0.0,0,32,8
33558,227,7,2015-08-09 00:00:00,0,0,0,0,1,1,2370.0,0,2012-09-01,1900-01-01,42223,1072,0.0,0,32,8
33559,228,7,2015-08-09 00:00:00,0,0,0,0,4,3,10800.0,1,2012-09-01,2011-05-01,8,1072,0.0,1,32,8
33560,229,7,2015-08-09 00:00:00,0,0,0,0,4,3,17410.0,1,2007-04-01,2011-04-03,39,3052,0.0,1,32,8
33561,230,7,2015-08-09 00:00:00,0,0,0,0,4,3,6680.0,0,2013-09-01,1900-01-01,42223,707,0.0,0,32,8
33562,231,7,2015-08-09 00:00:00,0,0,0,0,4,3,3840.0,1,2008-10-01,2010-09-25,8,2503,0.0,1,32,8
33563,233,7,2015-08-09 00:00:00,0,0,0,1,1,1,1890.0,0,2012-09-01,1900-01-01,42223,1072,0.0,0,32,8
33564,234,7,2015-08-09 00:00:00,0,0,0,0,4,1,4370.0,0,2012-09-01,1900-01-01,42223,1072,0.0,0,32,8
33565,235,7,2015-08-09 00:00:00,0,0,0,1,1,1,5710.0,1,2012-03-01,2009-09-11,39,1256,0.0,1,32,8
33566,238,7,2015-08-09 00:00:00,0,0,0,0,1,1,320.0,1,2012-09-01,2009-11-06,8,1072,0.0,1,32,8
33567,239,7,2015-08-09 00:00:00,0,0,0,0,4,3,610.0,0,2012-09-01,1900-01-01,42223,1072,0.0,0,32,8
33568,241,7,2015-08-09 00:00:00,0,0,0,0,4,3,780.0,0,2012-09-01,1900-01-01,42223,1072,0.0,0,32,8
33569,242,7,2015-08-09 00:00:00,0,0,0,1,4,1,6880.0,1,2001-09-01,2011-04-03,39,5090,0.0,1,32,8
33570,243,7,2015-08-09 00:00:00,0,0,0,0,1,1,310.0,1,2012-09-01,2013-01-30,8,1072,0.0,1,32,8
33571,244,7,2015-08-09 00:00:00,0,0,0,0,4,1,710.0,1,2012-03-01,2012-01-02,39,1256,0.0,1,32,8
33572,245,7,2015-08-09 00:00:00,0,0,0,1,1,3,1310.0,0,2012-09-01,1900-01-01,42223,1072,0.0,0,32,8
33573,246,7,2015-08-09 00:00:00,0,0,0,0,3,1,4660.0,0,2013-04-01,1900-01-01,42223,860,0.0,0,32,8
33574,247,7,2015-08-09 00:00:00,0,0,0,1,4,3,70.0,1,2010-11-01,2013-01-30,8,1742,0.0,1,32,8
33575,248,7,2015-08-09 00:00:00,0,0,0,0,1,3,340.0,1,2012-09-01,2012-10-01,39,1072,0.0,1,32,8
33576,249,7,2015-08-09 00:00:00,0,0,0,0,4,3,18010.0,0,2014-09-01,1900-01-01,42223,342,0.0,0,32,8
33577,250,7,2015-08-09 00:00:00,0,0,0,1,4,1,3520.0,1,2012-09-01,2012-04-30,8,1072,0.0,1,32,8
33578,251,7,2015-08-09 00:00:00,0,0,0,0,1,3,340.0,0,2012-09-01,1900-01-01,42223,1072,0.0,0,32,8
33579,252,7,2015-08-09 00:00:00,0,0,0,0,4,3,22330.0,1,2012-09-01,2010-01-30,8,1072,0.0,1,32,8
33580,253,7,2015-08-09 00:00:00,0,0,0,0,1,3,250.0,1,2012-09-01,2013-01-30,8,1072,0.0,1,32,8
33581,254,7,2015-08-09 00:00:00,0,0,0,0,4,1,330.0,1,2008-03-01,2012-01-02,69,2717,0.0,1,32,8
33582,255,7,2015-08-09 00:00:00,0,0,0,0,3,3,4630.0,1,2011-03-01,2011-08-28,8,1622,0.0,1,32,8
33583,256,7,2015-08-09 00:00:00,0,0,0,0,1,3,80.0,1,2005-09-01,2014-03-06,69,3629,0.0,1,32,8
33584,258,7,2015-08-09 00:00:00,0,0,0,0,1,1,27190.0,1,2010-07-01,2009-09-11,39,1865,0.0,1,32,8
33585,259,7,2015-08-09 00:00:00,1,0,0,1,2,2,210.0,0,2012-09-01,1900-01-01,42223,1072,14597.0,0,32,8
33586,262,7,2015-08-09 00:00:00,1,0,0,0,2,1,1180.0,0,2013-05-01,1900-01-01,42223,830,29197.0,0,32,8
33587,263,7,2015-08-09 00:00:00,0,0,0,0,1,3,1140.0,1,2013-05-01,2014-10-02,39,830,0.0,1,32,8
33588,265,7,2015-08-09 00:00:00,0,0,0,0,1,1,4580.0,1,2012-09-01,2015-04-03,39,1072,0.0,1,32,8
33589,267,7,2015-08-09 00:00:00,0,0,0,0,3,1,2460.0,0,2012-01-01,1900-01-01,42223,1316,0.0,0,32,8
33590,268,7,2015-08-09 00:00:00,0,0,0,1,1,1,4520.0,0,2014-02-01,1900-01-01,42223,554,0.0,0,32,8
33591,269,7,2015-08-09 00:00:00,0,0,0,0,1,3,60.0,0,2015-06-01,1900-01-01,42223,69,0.0,0,32,8
33592,272,7,2015-08-09 00:00:00,0,0,0,1,1,1,16180.0,1,2003-07-01,2011-04-03,39,4422,0.0,1,32,8
33593,273,7,2015-08-09 00:00:00,0,0,0,0,1,3,8480.0,0,2012-09-01,1900-01-01,42223,1072,0.0,0,32,8
33594,274,7,2015-08-09 00:00:00,1,0,0,1,2,2,3640.0,1,2012-09-01,2013-03-06,39,1072,6509.0,1,32,8
33595,275,7,2015-08-09 00:00:00,0,0,0,0,4,1,300.0,1,2014-05-01,2014-10-02,39,465,0.0,1,32,8
33596,277,7,2015-08-09 00:00:00,0,0,0,0,4,3,7840.0,1,2012-09-01,2009-07-31,8,1072,0.0,1,32,8
